sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Male,African-American,F,Tampering With Physical Evidence,7,Medium,0,,
Male,Caucasian,F,Tampering With Physical Evidence,6,Medium,1,Possession of Cocaine,(F3)
Male,Other,M,Battery,1,Low,0,,
Male,African-American,M,Driving Under The Influence,3,Low,0,,
Male,African-American,F,Live on Earnings of Prostitute,10,High,1,Possession of Cannabis,(F3)
Male,Caucasian,M,DUI Property Damage/Injury,2,Low,0,,
Male,Caucasian,M,Viol Injunct Domestic Violence,3,Low,0,,
Male,African-American,F,arrest case no charge,8,High,1,Driving While License Revoked,(F3)
Male,Caucasian,F,Grand Theft in the 3rd Degree,10,High,1,Disorderly Conduct,(M2)
Male,Asian,F,Aggravated Assault w/Firearm,1,Low,0,,
Female,Caucasian,F,Burglary Structure Unoccup,6,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Battery,4,Low,0,,
Male,Other,F,Felony Driving While Lic Suspd,1,Low,1,Operating W/O Valid License,(M2)
Female,African-American,F,Arson in the First Degree,3,Low,0,,
Male,Hispanic,F,Felony Battery (Dom Strang),7,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Grand Theft (Motor Vehicle),5,Medium,0,,
Male,Caucasian,F,Resist Officer w/Violence,9,High,0,,
Male,Caucasian,F,Possession of Cocaine,3,Low,0,,
Male,Hispanic,F,Corrupt Public Servant,6,Medium,1,Grand Theft (Motor Vehicle),(F3)
Male,African-American,F,Battery on Law Enforc Officer,3,Low,1,Trespass Struct/Conveyance,(M2)
Male,African-American,F,arrest case no charge,10,High,1,,(F3)
Male,African-American,F,Possession of Cocaine,9,High,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Hispanic,M,Battery,1,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,Caucasian,F,arrest case no charge,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Resist Officer w/Violence,4,Low,1,Unlawful Assembly,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,4,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,8,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,Manufacture Cannabis,3,Low,1,Felony Battery (Dom Strang),(F3)
Male,Caucasian,M,Battery,2,Low,0,,
Male,Hispanic,F,Possession of Cocaine,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Felony Battery (Dom Strang),10,High,1,Possession Burglary Tools,(F3)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,African-American,F,Dealing in Stolen Property,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Burglary Dwelling Assault/Batt,6,Medium,0,,
Female,African-American,F,Deliver Cocaine,3,Low,0,,
Male,Caucasian,F,Driving While License Revoked,7,Medium,0,,
Male,African-American,F,Felony/Driving Under Influence,1,Low,0,,
Female,African-American,M,Battery,7,Medium,0,,
Female,Caucasian,F,Burglary Structure Unoccup,8,High,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Cruelty Toward Child,2,Low,0,,
Female,Caucasian,F,Possession of Oxycodone,8,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Battery,5,Medium,1,Felony Petit Theft,(F3)
Male,Caucasian,F,Battery on a Person Over 65,1,Low,0,,
Male,Hispanic,M,,1,Low,1,Battery,(M1)
Female,Caucasian,F,Felony Petit Theft,6,Medium,1,Tresspass in Structure or Conveyance,(M1)
Male,Hispanic,F,arrest case no charge,6,Medium,0,,
Male,African-American,M,Operating W/O Valid License,9,High,1,Operating W/O Valid License,(M2)
Male,African-American,F,Possession of Cocaine,8,High,1,Aggravated Assault w/Firearm,(F3)
Male,African-American,F,arrest case no charge,2,Low,0,,
Male,Other,F,Attempted Burg/Convey/Unocc,5,Medium,1,Grand Theft (Motor Vehicle),(F3)
Male,African-American,F,Driving While License Revoked,1,Low,0,,
Female,Caucasian,F,Possession of Cocaine,10,High,1,Petit Theft $100- $300,(M1)
Male,Hispanic,M,Driving Under The Influence,4,Low,0,,
Male,Caucasian,F,Carrying Concealed Firearm,4,Low,0,,
Male,Hispanic,F,arrest case no charge,8,High,0,,
Male,Asian,F,arrest case no charge,6,Medium,1,Battery,(M1)
Male,Other,F,Deliver Cannabis,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Possession of Cocaine,3,Low,0,,
Male,Caucasian,M,Battery,3,Low,1,Contempt Of Court,(F3)
Male,Caucasian,F,arrest case no charge,3,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Battery,3,Low,0,,
Male,Hispanic,F,arrest case no charge,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,3,Low,0,,
Male,African-American,F,Possession Of Methamphetamine,2,Low,0,,
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Hispanic,F,arrest case no charge,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Battery on Law Enforc Officer,5,Medium,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,,
Male,African-American,F,Possession Firearm School Prop,4,Low,0,,
Male,African-American,M,Battery,5,Medium,1,Fail Register Vehicle,(M2)
Male,African-American,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,Viol Injunct Domestic Violence,(M1)
Male,African-American,F,Burglary Conveyance Unoccup,4,Low,1,Petit Theft $100- $300,(M1)
Male,African-American,F,arrest case no charge,10,High,1,Unlaw Use False Name/Identity,(M1)
Female,Caucasian,M,Driving License Suspended,7,Medium,1,Petit Theft,(M2)
Female,Caucasian,F,Burglary Dwelling Assault/Batt,2,Low,0,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,M,Susp Drivers Lic 1st Offense,1,Low,0,,
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,Caucasian,F,Possession of Cocaine,7,Medium,0,,
Male,African-American,F,Felony Driving While Lic Suspd,4,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Deliver Cocaine,9,High,0,,
Female,African-American,F,Crimin Mischief Damage $1000+,5,Medium,0,,
Male,Caucasian,M,Battery,3,Low,1,Posses/Disply Susp/Revk/Frd DL,(M2)
Male,Caucasian,M,Driving Under The Influence,1,Low,1,Oper Motorcycle W/O Valid DL,(M2)
Female,African-American,F,Possession of Cocaine,9,High,1,Possession of Cocaine,(F3)
Male,Caucasian,F,Driving While License Revoked,8,High,0,,
Male,African-American,M,Battery,5,Medium,0,,
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Procure Person Und 18/Prostitu,(F2)
Female,Caucasian,M,Battery,2,Low,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),3,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Burglary Unoccupied Dwelling,7,Medium,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Driving While License Revoked,10,High,1,Grand Theft (Motor Vehicle),(F3)
Male,African-American,M,Battery,2,Low,0,,
Male,Caucasian,F,Possession of Cocaine,6,Medium,1,False Reports,(M2)
Male,African-American,M,Battery,9,High,1,Petit Theft,(M2)
Female,Other,M,Battery,4,Low,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,Caucasian,F,Falsely Impersonating Officer,3,Low,0,,
Male,African-American,F,Possession of Cocaine,9,High,1,Petit Theft,(M2)
Female,Caucasian,M,Battery,1,Low,1,Aggravated Battery,(F2)
Female,African-American,F,Grand Theft in the 3rd Degree,2,Low,0,,
Male,African-American,M,Battery,3,Low,1,Robbery W/Firearm,(F2)
Male,African-American,F,Possession of Cocaine,10,High,1,Unlaw LicTag/Sticker Attach,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,6,Medium,1,DWLS Canceled Disqul 1st Off,(M2)
Male,Hispanic,F,Driving While License Revoked,9,High,1,Deliver Cocaine,(F2)
Female,Hispanic,F,Possession Of Amphetamine,4,Low,0,,
Male,African-American,M,Assault,5,Medium,0,Fail Register Vehicle,(M2)
Female,African-American,M,Robbery / No Weapon,9,High,0,,
Female,Caucasian,M,Criminal Mischief Damage <$200,1,Low,1,Viol Prot Injunc Repeat Viol,(M1)
Male,African-American,F,False Imprisonment,2,Low,0,,
Male,Hispanic,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,F,Aggravated Assault W/Dead Weap,2,Low,0,,
Male,African-American,F,Crim Use of Personal ID Info,5,Medium,0,,
Female,Caucasian,F,Felony Committing Prostitution,5,Medium,1,Prostitution/Lewd Act Assignation,(M2)
Male,African-American,F,Grand Theft (Motor Vehicle),4,Low,1,Driving License Suspended,(M2)
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",6,Medium,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Battery,1,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,Caucasian,F,arrest case no charge,5,Medium,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,9,High,1,Tampering with a Victim,(F1)
Male,Hispanic,F,Possession Of Heroin,2,Low,0,,
Female,Caucasian,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Driving While License Revoked,10,High,1,Sell Cocaine 1000FT School,(F1)
Male,African-American,F,Possession of Cocaine,4,Low,1,Poss Pyrrolidinovalerophenone,(F3)
Male,African-American,F,Driving While License Revoked,1,Low,1,Driving While License Revoked,(F3)
Male,African-American,F,Agg Fleeing/Eluding High Speed,9,High,1,Reckless Driving,(M2)
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,Hispanic,M,Operating W/O Valid License,2,Low,0,,
Male,African-American,F,Felony Battery,10,High,1,Felony Battery,(F3)
Male,African-American,F,Driving While License Revoked,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Possession of Oxycodone,1,Low,1,Battery,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,6,Medium,1,Trespass After Warning,(M1)
Male,African-American,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,,
Female,Caucasian,M,DUI Level 0.15 Or Minor In Veh,2,Low,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,4,Low,1,Uttering a Forged Instrument,(F3)
Female,Caucasian,M,Leaving Acc/Unattended Veh,1,Low,0,,
Male,Caucasian,F,arrest case no charge,5,Medium,1,Battery,(M1)
Male,African-American,M,Resist/Obstruct W/O Violence,1,Low,0,,
Male,African-American,M,Operating W/O Valid License,9,High,0,,
Male,African-American,M,Battery,8,High,1,Driving License Suspended,(M2)
Male,African-American,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,0,,
Female,Hispanic,M,Battery,3,Low,0,,
Male,Other,F,Felony Batt(Great Bodily Harm),2,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,7,Medium,1,Battery,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,arrest case no charge,10,High,0,,
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",7,Medium,1,Trespass After Warning,(M1)
Male,Hispanic,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,Felony Petit Theft,9,High,1,Petit Theft,(M2)
Male,Caucasian,F,arrest case no charge,7,Medium,1,Possession of Hydromorphone,(F3)
Female,African-American,F,Robbery / No Weapon,6,Medium,0,,
Male,African-American,F,arrest case no charge,3,Low,0,,
Male,African-American,F,Uttering a Forged Instrument,7,Medium,1,Uttering Forged Bills,(F3)
Male,African-American,M,Battery,6,Medium,0,Felony Battery,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,6,Medium,0,,
Male,Caucasian,M,Carry Open/Uncov Bev In Pub,2,Low,0,,
Male,African-American,F,Driving While License Revoked,4,Low,1,Driving While License Revoked,(F3)
Male,African-American,F,Resist Officer w/Violence,9,High,1,Possession Burglary Tools,(F3)
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,2,Low,0,,
Male,Caucasian,F,Driving While License Revoked,3,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Female,Hispanic,F,arrest case no charge,2,Low,0,,
Male,Caucasian,F,Crim Use of Personal ID Info,3,Low,0,,
Male,African-American,F,Purchase Cannabis,2,Low,0,,
Male,African-American,F,arrest case no charge,8,High,1,Possession of Ethylone,(F3)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,2,Low,0,,
Male,Caucasian,F,Possession of Cocaine,8,High,1,Possession Of Heroin,(F3)
Male,African-American,M,Battery,4,Low,0,,
Male,Other,F,arrest case no charge,1,Low,0,,
Male,African-American,F,arrest case no charge,8,High,1,Opert With Susp DL 2nd Offens,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,4,Low,1,Disorderly Conduct,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,1,Low,0,,
Male,African-American,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Driving License Suspended,(M2)
Male,African-American,F,Aggravated Battery / Pregnant,8,High,1,Resist/Obstruct W/O Violence,(M1)
Female,African-American,F,Deliver Cannabis,6,Medium,0,Driving License Suspended,(M2)
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,Uttering a Forged Instrument,6,Medium,0,,
Female,African-American,M,Battery,1,Low,0,,
Female,Caucasian,M,Battery,5,Medium,0,,
Female,African-American,F,arrest case no charge,3,Low,0,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,arrest case no charge,2,Low,1,Possession of Hydromorphone,(F3)
Male,Hispanic,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,,
Male,African-American,M,Criminal Mischief Damage <$200,7,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Cruelty Toward Child,1,Low,0,,
Male,Hispanic,F,Uttering a Forged Instrument,1,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,1,Battery on Law Enforc Officer,(F3)
Female,African-American,M,Reckless Driving,6,Medium,0,,
Male,Caucasian,F,Battery on Law Enforc Officer,6,Medium,1,Poss Handcuff Key While IC,(F3)
Male,African-American,M,Petit Theft,2,Low,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Male,Other,F,Pos Cannabis W/Intent Sel/Del,4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Hispanic,F,Poss Similitude of Drivers Lic,5,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Felony Battery w/Prior Convict,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,arrest case no charge,8,High,1,Driving License Suspended,(M2)
Female,Caucasian,M,Battery,3,Low,0,,
Female,Caucasian,M,Assault,6,Medium,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Male,Caucasian,M,DUI Property Damage/Injury,2,Low,0,,
Male,African-American,M,Battery,1,Low,0,,
Male,Caucasian,F,Pos Cannabis W/Intent Sel/Del,3,Low,0,,
Male,African-American,F,Poss Oxycodone W/Int/Sell/Del,3,Low,0,,
Male,African-American,F,,3,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Asian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,2,Low,0,,
Male,African-American,F,Possession of Cocaine,4,Low,0,,
Male,African-American,F,arrest case no charge,8,High,0,Grand Theft (Motor Vehicle),(F3)
Female,Caucasian,M,Battery,7,Medium,0,,
Female,Caucasian,F,Possession of Cocaine,7,Medium,0,,
Male,Caucasian,M,Poss of Vessel w/Altered ID NO,2,Low,0,,
Male,Caucasian,F,Possession of Cocaine,5,Medium,0,,
Male,Caucasian,F,Possession Child Pornography,1,Low,0,,
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,F,Poss Pyrrolidinobutiophenone,9,High,1,Poss Pyrrolidinovalerophenone,(F3)
Male,African-American,F,arrest case no charge,1,Low,1,Battery,(M1)
Male,Caucasian,M,Criminal Mischief>$200<$1000,6,Medium,1,Uttering a Forged Instrument,(F3)
Female,Caucasian,F,Possession of Cocaine,1,Low,0,,
Female,African-American,F,Possession of Cocaine,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,arrest case no charge,4,Low,1,Operating W/O Valid License,(M2)
Male,African-American,M,,10,High,0,Driving License Suspended,(M2)
Male,African-American,F,Tamper With Witness/Victim/CI,9,High,0,,
Female,African-American,M,Battery,2,Low,0,,
Male,Other,F,Conspiracy Dealing Stolen Prop,6,Medium,0,,
Female,Caucasian,F,arrest case no charge,6,Medium,0,,
Female,African-American,M,Battery,7,Medium,1,Viol Pretrial Release Dom Viol,(M1)
Male,African-American,M,Battery,1,Low,0,,
Female,African-American,M,Battery,1,Low,0,,
Male,Caucasian,F,Felony Driving While Lic Suspd,1,Low,1,Driving License Suspended,(M2)
Male,Hispanic,F,Deliver Cocaine,5,Medium,0,,
Male,African-American,F,Possession of Cocaine,9,High,1,Trespass,(MO3)
Female,Hispanic,F,arrest case no charge,4,Low,0,,
Male,Caucasian,F,Lewd or Lascivious Molestation,1,Low,0,,
Female,Caucasian,M,Battery,6,Medium,0,,
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,F,Felony DUI - Enhanced,1,Low,1,Battery,(M1)
Male,African-American,M,Battery,5,Medium,0,,
Male,African-American,F,Aggravated Battery (Firearm),2,Low,0,,
Male,African-American,M,Battery,1,Low,0,,
Female,African-American,F,arrest case no charge,6,Medium,0,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,arrest case no charge,3,Low,0,,
Female,Caucasian,F,Grand Theft in the 3rd Degree,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,Caucasian,M,Battery,2,Low,1,Operating W/O Valid License,(M2)
Male,African-American,M,Battery,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,7,Medium,1,Unlaw Use False Name/Identity,(M1)
Female,Caucasian,M,Assault,4,Low,0,Poss Pyrrolidinovalerophenone,(F3)
Male,Caucasian,F,Possession of Cocaine,4,Low,0,,
Male,Caucasian,F,Driving While License Revoked,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Possession Of Heroin,3,Low,1,Possession of Cocaine,(F3)
Male,Other,F,Possession of Cocaine,5,Medium,1,Possession of Cocaine,(F3)
Male,Hispanic,F,arrest case no charge,6,Medium,0,,
Male,Caucasian,F,False Imprisonment,1,Low,0,,
Male,Caucasian,F,arrest case no charge,5,Medium,0,,
Male,Hispanic,M,Battery,1,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,African-American,F,arrest case no charge,9,High,1,Crim Use of Personal ID Info,(F3)
Male,Caucasian,F,Burglary Unoccupied Dwelling,3,Low,0,,
Male,Caucasian,M,Battery,4,Low,1,Battery,(M1)
Female,African-American,F,arrest case no charge,2,Low,0,,
Female,African-American,F,Driving While License Revoked,7,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,Caucasian,M,Battery,2,Low,1,Viol Injunct Domestic Violence,(M1)
Male,Caucasian,F,Neglect Child / No Bodily Harm,1,Low,0,,
Male,African-American,F,Sale/Del Cannabis At/Near Scho,6,Medium,0,,
Male,African-American,M,Battery,4,Low,1,Uttering a Forged Instrument,(F3)
Male,African-American,F,arrest case no charge,3,Low,0,,
Male,Asian,M,Battery,2,Low,0,,
Male,Hispanic,M,Operating W/O Valid License,1,Low,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,6,Medium,1,Aggravated Battery / Pregnant,(F2)
Male,Caucasian,M,Disorderly Conduct,3,Low,0,,
Male,African-American,F,arrest case no charge,9,High,0,,
Male,Caucasian,F,Burglary Conveyance Armed,10,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Burglary Conveyance Assault/Bat,4,Low,0,,
Female,Caucasian,M,Disorderly Intoxication,1,Low,0,,
Male,Caucasian,M,Battery,4,Low,1,Operating W/O Valid License,(M2)
Male,African-American,F,Strong Armed  Robbery,7,Medium,1,,(F3)
Female,Hispanic,M,Prostitution/Lewd Act Assignation,3,Low,0,,
Male,African-American,M,Aggravated Battery / Pregnant,2,Low,0,,
Female,Caucasian,F,Possession Of Heroin,6,Medium,1,D.U.I. Serious Bodily Injury,(F3)
Male,Caucasian,M,Driving Under The Influence,2,Low,0,,
Male,Asian,F,Grand Theft in the 3rd Degree,1,Low,0,,
Female,Caucasian,M,Battery,6,Medium,0,,
Female,Caucasian,F,Poss Contr Subst W/o Prescript,2,Low,1,Grand Theft in the 3rd Degree,(F3)
Female,Caucasian,F,Driving While License Revoked,2,Low,0,,
Male,African-American,F,Uttering a Forged Instrument,5,Medium,0,,
Male,Hispanic,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,F,Possession of Cocaine,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,Caucasian,M,Petit Theft,4,Low,1,False Ownership Info/Pawn Item,(F3)
Female,African-American,M,arrest case no charge,8,High,0,,
Male,Hispanic,F,arrest case no charge,8,High,0,,
Female,African-American,F,False 911 Call,1,Low,0,,
Male,Hispanic,F,Possession of Cocaine,8,High,0,,
Female,Hispanic,F,arrest case no charge,5,Medium,0,Driving License Suspended,(M2)
Male,Hispanic,F,arrest case no charge,3,Low,0,,
Male,African-American,F,Corrupt Public Servant,2,Low,1,Resist/Obstruct W/O Violence,(M1)
Female,African-American,M,Battery,3,Low,0,Battery,(M1)
Male,Caucasian,F,"Poss3,4 Methylenedioxymethcath",2,Low,0,,
Male,African-American,M,Battery,3,Low,0,Battery,(M1)
Female,Other,F,Aggrav Battery w/Deadly Weapon,3,Low,0,,
Male,African-American,M,Battery,9,High,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Possession of Cocaine,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Hispanic,F,Driving While License Revoked,10,High,1,Grand Theft (Motor Vehicle),(F3)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,Hispanic,F,Driving While License Revoked,3,Low,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),2,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Hispanic,M,Battery,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Driving License Suspended,(M2)
Male,African-American,F,arrest case no charge,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Possess Cannabis/20 Grams Or Less,1,Low,0,,
Female,Caucasian,M,Battery,4,Low,0,,
Male,African-American,F,Trespass Structure w/Dang Weap,3,Low,1,Trespass Struct/Conveyance,(M2)
Male,Caucasian,F,arrest case no charge,3,Low,0,,
Male,African-American,M,Battery,7,Medium,1,Petit Theft,(M2)
Male,Hispanic,F,"Poss 3,4 MDMA (Ecstasy)",7,Medium,1,Possession of Cocaine,(F3)
Male,Other,M,Aggravated Assault w/Firearm,4,Low,0,,
Male,Other,M,Battery,1,Low,1,Driving Under The Influence,(M1)
Female,African-American,F,Uttering a Forged Instrument,5,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,arrest case no charge,5,Medium,0,,
Female,African-American,M,Battery,5,Medium,1,Retail Theft $300 1st Offense,(F3)
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,Caucasian,F,Possession Burglary Tools,2,Low,1,Prowling/Loitering,(M2)
Male,Other,M,Battery,4,Low,0,,
Male,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,Driving While License Revoked,6,Medium,0,,
Female,African-American,F,Aggravated Battery (Firearm),4,Low,1,Burglary Conveyance Unoccup,(F3)
Male,African-American,M,Possession of Cocaine,9,High,0,,
Male,Hispanic,F,Crim Use of Personal ID Info,6,Medium,1,Petit Theft,(M2)
Female,Hispanic,F,Battery on Law Enforc Officer,3,Low,0,,
Female,Caucasian,F,Fraudulent Use of Credit Card,1,Low,0,,
Female,Hispanic,M,Battery,3,Low,0,,
Male,Caucasian,F,Burglary Conveyance Unoccup,10,High,0,,
Male,African-American,M,DUI Property Damage/Injury,2,Low,0,,
Male,Other,F,Aggravated Assault W/dead Weap,2,Low,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,4,Low,1,Petit Theft,(M2)
Male,African-American,F,Grand Theft (Motor Vehicle),10,High,1,Aggrav Stalking After Injunctn,(F3)
Male,African-American,F,Burglary Dwelling Occupied,3,Low,0,Susp Drivers Lic 1st Offense,(M2)
Female,Caucasian,F,Unlicensed Telemarketing,1,Low,0,,
Male,African-American,F,"Deliver 3,4 Methylenediox",4,Low,0,,
Male,African-American,F,Possession of Cocaine,10,High,1,Resisting W/O Violence,(MO3)
Male,African-American,M,Viol Injunct Domestic Violence,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,African-American,F,Battery on Law Enforc Officer,8,High,1,Possession of Cocaine,(F3)
Female,Other,F,arrest case no charge,6,Medium,1,Opert With Susp DL 2nd Offens,(M2)
Male,Caucasian,F,Burglary Structure Unoccup,2,Low,0,,
Male,African-American,F,Computer Pornography,1,Low,0,,
Male,Caucasian,F,Corrupt Public Servant,4,Low,1,Battery,(M1)
Male,African-American,M,Battery,6,Medium,0,,
Male,African-American,M,Unlaw Use False Name/Identity,7,Medium,0,,
Male,African-American,F,Robbery / Weapon,1,Low,0,,
Female,African-American,F,Agg Battery Grt/Bod/Harm,9,High,1,Petit Theft $100- $300,(M1)
Male,Other,M,Possess Cannabis/20 Grams Or Less,3,Low,0,Interfere With K9/Horses Duties,(M2)
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,Poss Tetrahydrocannabinols,10,High,1,DWLS Canceled Disqul 1st Off,(M2)
Male,African-American,M,Battery,4,Low,0,,
Male,Caucasian,M,Driving License Suspended,1,Low,0,,
Male,African-American,F,Uttering a Forged Instrument,4,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Aggravated Assault W/Dead Weap,3,Low,1,Felony Petit Theft,(F3)
Female,African-American,M,DUI- Enhanced,1,Low,0,,
Female,Caucasian,F,Burglary Conveyance Unoccup,2,Low,1,Petit Theft,(M2)
Female,African-American,F,Driving While License Revoked,2,Low,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,1,Low,1,Oper Motorcycle W/O Valid DL,(M2)
Male,Caucasian,F,Criminal Mischief,1,Low,0,,
Male,African-American,F,Robbery / Weapon,6,Medium,0,,
Male,African-American,F,Aggravated Battery / Pregnant,4,Low,1,Stalking (Aggravated),(F3)
Male,African-American,F,Burglary Unoccupied Dwelling,5,Medium,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,6,Medium,1,Poss Cocaine/Intent To Del/Sel,(F2)
Male,Hispanic,F,Driving While License Revoked,2,Low,1,Expired DL More Than 6 Months,(M2)
Male,African-American,M,Criminal Mischief>$200<$1000,8,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,10,High,1,Petit Theft,(M1)
Male,African-American,M,Susp Drivers Lic 1st Offense,9,High,0,,
Male,African-American,M,Battery,1,Low,0,,
Female,African-American,M,Battery,5,Medium,0,,
Female,African-American,M,Battery,4,Low,0,,
